NAME,Id,FPL,layer,theta,x_pos,y_pos,z_pos,toff,tcal,qped,qcal,adc_geo,adc_ch,tdc_geo,tdc_ch
NaI205,205,8,10,29.6,-4.32,-21.69,38.93,1201.26,0.0977,-274.026,2.813,11,13,21,93
NaI206,206,8,10,23.6,4.22,-16.39,38.74,1198.31,0.0977,-377.443,3.121,11,14,21,94
NaI207,207,8,10,24.09,11.91,-11.93,37.7,1198.78,0.0977,-392.763,3.894,11,15,21,95
NaI208,208,8,10,23.68,16.41,-4.25,38.65,1189.39,0.0977,-562.066,6.403,11,16,21,96
NaI209,209,8,10,23.72,16.4,4.23,38.54,1190.96,0.0977,-297.506,3.725,11,17,21,97
NaI210,210,8,10,24.09,11.93,11.92,37.72,1175.54,0.0977,-231.071,2.913,11,18,21,98
NaI211,211,8,10,23.72,4.22,16.43,38.61,1187.97,0.0977,-374.913,3.357,12,12,20,12
NaI212,212,8,10,23.7,-4.27,16.41,38.64,1189.44,0.0977,-296.28,3.252,11,20,21,100
NaI213,213,8,10,24.08,-11.91,11.91,37.68,1178.73,0.0977,-429.924,3.204,11,21,21,101
NaI214,214,8,10,23.74,-16.43,4.25,38.58,1193.68,0.0977,-381.024,3.166,11,22,21,102
NaI215,215,8,10,23.72,-16.41,-4.28,38.61,1194.73,0.0977,-288.447,3.246,11,23,21,103
NaI216,216,8,10,24.08,-11.94,-11.9,37.73,1178.04,0.0977,-378.716,3.334,12,11,20,11
NaI217,217,8,10,23.72,-4.25,-16.41,38.59,1193.52,0.0977,-315.243,3.055,11,25,21,105
NaI218,218,8,10,16.91,4.2,-11.03,38.85,1193.59,0.0977,-341.72,3.205,11,26,21,106
NaI219,219,8,10,16.85,11.02,-4.24,38.99,1189.13,0.0977,-380.06,4.348,11,27,21,107
NaI220,220,8,10,16.87,11.02,4.24,38.92,1190.72,0.0977,-412.657,4.239,11,28,21,108
NaI221,221,8,10,16.89,4.24,11.04,38.93,1196.5,0.0977,-332.415,3.221,11,29,21,109
NaI222,222,8,10,16.89,-4.25,11.02,38.92,1195.33,0.0977,-388.256,3.296,11,30,21,110
NaI223,223,8,10,16.94,-11.05,4.25,38.85,1195.21,0.0977,-339.297,3.246,11,31,21,111
NaI224,224,8,10,16.89,-11.01,-4.25,38.88,1193.61,0.0977,-289.41,3.182,12,4,20,4
NaI225,225,8,10,16.89,-4.22,-11.04,38.93,1194.61,0.0977,-263.987,2.828,12,5,20,5
NaI226,226,8,10,0,0,0,0,0,0.0977,0,1,0,0,22,127
NaI227,227,8,10,0,0,0,0,0,0.0977,0,1,0,0,21,127
NaI228,228,8,10,0,0,0,0,0,0.0977,0,1,0,0,20,127
H1,300,8,8,60.87,28.64,-18.75,19.08,1189.93,0.0977,-359.806,3.122,12,16,20,16
H2,301,8,8,57.11,28.02,-18.75,21.8,1189.93,0.0977,-343.265,3.129,12,17,20,17
H3,302,8,8,59.82,28.68,-15.97,19.09,1189.93,0.0977,-351.059,3.084,12,18,20,18
H4,303,8,8,56.2,28.49,-15.93,21.85,1189.93,0.0977,-324.537,3.043,12,19,20,19
H5,304,8,8,59.88,31.58,-9.05,19.06,1189.93,0.0977,-387.812,3.404,12,20,20,20
H6,305,8,8,60.36,31.38,-11.78,19.07,1189.93,0.0977,-331.51,3.042,12,21,20,21
H7,306,8,8,56.64,30.97,-11.76,21.81,1189.93,0.0977,-404.743,3.882,12,22,20,22
H8,307,8,8,56.01,31.17,-9.02,21.87,1189.93,0.0977,-306.542,2.387,12,23,20,23
H9,308,8,8,57.25,-32.22,-11.92,22.1,1189.93,0.0977,-328.521,3.049,12,24,20,24
H10,309,8,8,56.76,-32.44,-8.81,22.03,1189.93,0.0977,-338.545,3.231,12,25,20,25
H11,310,8,8,60.78,-32.71,-8.9,18.96,1189.93,0.0977,-349.094,3.192,12,26,20,26
H12,311,8,8,61.41,-32.65,-11.93,18.95,1189.93,0.0977,-296.384,3.076,12,27,20,27
H13,312,8,8,60.17,-31.32,-17.08,20.46,1189.93,0.0977,-409.312,3.256,13,28,20,28
H14,313,8,8,61.33,-31.38,-20.2,20.4,1189.93,0.0977,0,1,12,29,20,29
H15,314,8,8,0,0,0,0,1189.93,0.0977,0,1,12,30,20,30
H16,315,8,8,0,0,0,0,1189.93,0.0977,0,1,12,31,20,31
